decade,name,born,municipality,district,chamber
1941,"Lindström, Karl Alfred Rickard",1894,Stockholm,,fk
1941,"Lindström, Ulla Gunilla",1909,Stockholm,Stockholms län och Uppsala län,fk
1941,"Ljungberg, Martin Samuel",1894,Norrköping,Östergötlands län,ak
1941,"Ljungdahl, Vilmar",1892,,Kronobergs län och Hallands län,fk
1941,"Ljunggren, Nils Teodor",1893,,,
1941,"Ljungqvist, Gunnar",1898,,,ak
1941,"Lodenius, Viktor Gunnar",1892,,Stockholms län och Uppsala län,fk
1941,"Lundberg, John Inge",1905,Uppsala,Uppsala län,ak
1941,"Lundberg, Sven Emil",1889,Hälsingborg,,ak
1941,"Lundbom, Johan Erik",1876,,Södermanlands län,ak
1941,"Lundell, Torsten Valdemar",1889,,Kalmar län,ak
1941,"Lundgren, Per Gordon",1890,Umeå,Västerbottens län och Norrbottens län,fk
1941,"Lundgren, Sven Johan",1888,Göteborg,,ak
1941,"Lundh, Herbert Theodor",1901,Uppsala,Uppsala län,ak
1941,"Lundqvist, Artur Evald",1894,Trollhättan,Älvsborgs län,ak
1941,"Lundqvist, Ragnar",1885,Rotebro,Stockholms län och Uppsala län,fk
1941,"Lundstedt, Anders Vilhelm",1882,Uppsala,Uppsala län,ak
1941,"Löfgren, Axel",1880,,,fk
1941,"Löfqvist, Thyra Condordia",1905,,Blekinge län,ak
1941,"Löfroth, John Gotthard",1896,Luleå,Norrbottens län,ak
1941,"Löfvander, Axel",1880,,Malmöhus län,fk
1941,"Löthner, Olof",1885,Jönköping,Jönköpings län,fk
1941,"Lövgren, Oscar Wilhelm",1888,Nyborg,Norrbottens län,ak
1941,"Magnusson, August Theodor Emanuel",1890,Göteborg,,fk
1941,"Magnusson, Karl Ernst",1873,Kalmar,Gotlands län,fk
1941,"Magnusson, Karl Evald",1898,Näsviken,Gävleborgs län,ak
1941,"Magnusson, Karl Hilding",1877,Skövde,Skaraborgs län,ak
1941,"Malmborg, Gustav Emil",1891,,,ak
1941,"Malmborg, Oscar Johan Natanael",1892,Skövde,Skaraborgs län,ak
1941,"Mannerskantz, Axel Fredrik",1897,,Gotlands län,fk
1941,"Mattsson, Oscar Emanuel",1896,,Göteborgs och Bohus län,fk
1941,"Mattsson, Victor Julius",1887,,Kronobergs län,ak
1941,"Mogård, Johan Adolf Bertil",1892,Stockholm,,fk
1941,"Molander, Helmer",1892,Härnösand,Västernorrlands län,ak
1941,"Molander, Seth",1893,Stockholm,,ak
1941,"Mosesson, Gustav Adolf",1877,Lidingö,Stockholms län,ak
1941,"Myrdal, Karl Gunnar",1898,,Kopparbergs län,fk
1941,"Mårtensson, Johannes Wictor",1885,Uddevalla,Göteborgs och Bohus län,ak
1941,"Mårtensson, Mårten Edvard",1892,Smedstorp,Kristianstads län,ak
1941,"Mäler, Karl Markus",1893,Sollefteå,Västernorrlands län,ak
1941,"Möller, Fritz Gustav",1884,Stockholm,Stockholms län och Uppsala län,fk
1941,"Möller, Greta Emilia",1906,Eskilstuna,Södermanlands län,ak
1941,"Nerman, Ture",1886,Stockholm,,fk
1941,"Nestrup, Nils",1894,Halmstad,Halllands län,ak
1941,"Nihlfors, Folke Uno",1910,,,ak
1941,"Niklasson, Otto Severin",1894,,Älvsborgs län,fk
1941,"Nilson, Johan",1884,Eskilstuna,Södermanlands län,ak
1941,"Nilsson, Alfred",1887,Steneberg,Malmöhus län,ak
1941,"Nilsson, Andreas",1883,Norrlångträsk,Västerbottens län,ak
1941,"Nilsson, Axel",1882,Sandviken,Värmlands län,ak
1941,"Nilsson, Bror Adam",1888,Borås,Älvsborgs län,fk
1941,"Nilsson, Carl Olof",1896,Göteborg,,ak
1941,"Nilsson, Eric Ferdinand",1905,Svalöv,Malmöhus län,ak
1941,"Nilsson, Ernst Hjalmar",1904,Kramfors,Västernorrlands län och Jämtlands län,fk
1941,"Nilsson, Gustaf Valdemar",1900,Kristinehamn,Värmlands län,ak
1941,"Nilsson, Gustav Erik",1897,Göingegården,Hallands län,ak
1941,"Nilsson, Harald Torsten Leonard",1905,Stockholm,,ak
1941,"Nilsson, Hjalmar",1886,,Malmöhus län,fk
1941,"Nilsson, Hjalmar Ragnvald",1901,Spånstad,Hallands län,ak
1941,"Nilsson, Johan",1873,Kristianstad,Blekinge län och Kristianstads län,fk
1941,"Nilsson, Johan",1874,Malmö,Malmöhus län,ak
1941,"Nilsson, Johan Adoli Theodor",1872,Mölndal,Göteborgs och Bohus län,fk
1941,"Nilsson, Johan Magnus",1891,,Västerbottens län,ak
1941,"Nilsson, Jöns Olof",1905,Bästekille,Kristianstads län,ak
1941,"Nilsson, Karl Johan",1889,Landskrona,,ak
1941,"Nilsson, Per Bernhard",1874,Landeryd,Östergötlands län,fk
1941,"Nisser, William Patrik",1882,,Kopparbergs län,fk
1941,"Nolin, Carl Oscar",1883,,Kronobergs län,ak
1941,"Nordborg, Oskar Anshelm",1875,Göteborg,,fk
1941,"Nordenfalk, Johan Axel Erland",1898,,,
1941,"Nordenson, Harald",1886,Stockholm,,fk
1941,"Nordgren, Olivia Louise",1880,Trelleborg,Kalmar län,ak
1941,"Nordström, Herman Engelbert",1882,Torsby,Värmlands län,ak
1941,"Nordström, Karl Axel",1901,Kramfors,Västernorrlands län,ak
1941,"Norling, Anton",1889,Göteborg,,fk
1941,"Norman, David Robert",1887,Fagersta,Södermanlands och Västmanlands län,fk
1941,"Norrman, Sune",1883,,,
1941,"Norup, Bengt Samuel Bengtsson",1896,Norup,Kristianstads län,ak
1941,"Nyberg, Jonas Olaus",1910,Karlskrona,Blekinge län,ak
1941,"Nygren, Hildur Kristina",1896,Gävle,Gävleborgs län,ak
1941,"Nylander, Oscar Erik",1885,Stockholm,,ak
1941,"Nyström, Ernst Hjalmar",1908,Kiruna,Västerbottens län och Norrbottens län,fk
1941,"Näsgård, Bernhard",1891,,Gävleborgs län,fk
1941,"Näslund, Per",1886,,Västerbottens län och Norrbottens län,fk
1941,"Näsström, Emil Erhard",1900,,Västernorrlands län och Jämtlands län,fk
1941,"Odhe, Nils Sigurd",1908,,Skaraborgs län,ak
1941,"Ohlin, Bertil Gotthard",1899,Stockholm,,ak
1941,"Ohlon, Sven Johan Emanuel",1888,,,fk
1941,"Ohlsson, Albert William",1895,,Blekinge län och Kristianstads län,fk
1941,"Ohlsson, Sigvard Walter",1908,Kastlösa,Västernorrlands län och Jämtlands län,ak
1941,"Olofsson, Åke Waldemar",1898,Höganäs,Malmöhus län,ak
1941,"Olovson, Oskar Emil",1883,Västerås,Västmanlands län,ak
1941,"Olson, Frans Erik Wilhelm",1886,Göteborg,,ak
1941,"Olsson, Anders",1885,Mora,Kopparbergs län,ak
1941,"Olsson, Carl Petrus",1881,Mellerud,Älvsborgs län,ak
1941,"Olsson, Gillis Olof Thorolt",1889,Kullenbergstorp,Malmöhus län,ak
1941,"Olsson, Gunnel",1906,Åkersberga,Stockholms län,ak
1941,"Olsson, Gustaf Adolf Waldemar",1882,Oskarshamn,Kalmar län,ak
1941,"Olsson, Gustav Adolv",1886,Gävle,Gävleborgs län,ak
1941,"Olsson, Judith Anna Sofia",1891,,Västerbottens län,ak
1941,"Olsson, Karl Johan",1893,Göteborg,Älvsborgs län,fk
1941,"Olsson, Nils",1873,,Västernorrlands län och Jämtlands län,fk
1941,"Olsson, Osear Ulrik Bernhardin",1877,,Östergötlands län,fk
1941,"Onsjö, Johannes",1895,,Skaraborgs län,ak
1941,"Orgård, Per Leander",1889,Järvsö,Gävleborgs län,ak
1941,"Osterman, Einar",1902,Sundsvall,Västernorrlands län,ak
1941,"Osvald, Ingrid Maria",1896,Stockholm,Stockholms län och Uppsala län,fk
1941,"Osvald, Karl Hugo",1892,Uppsala,Södermanlands län och Västmanlands län,fk
1941,"Pauli, Ivan Hjalmar Emanuel",1885,Stockholm,Jönköpings län,fk
1941,"Paulsen, Anders Olof",1876,Arlöv,Malmöhus län,ak
1941,"Pehrsson-Bramstorp, Axel Alarik",1883,Bramstorp,Malmöhus län,ak
1941,"Persson, Bror Waldemar",1891,Halmstad,Hallands län,ak
1941,"Persson, Fritz Josef Hugo",1904,Växjö,Kronobergs län,ak
1941,"Persson, Gunnar",1885,Falla,Örebro län,ak
1941,"Falla, Gunnar",1901,,Malmöhus län,fk
1941,"Persson, Johan Albert Leander",1887,Tidaholm,Skaraborgs län,ak
1941,"Persson, Karl Ragnar",1894,,Blekinge län och Kristianstads län,fk
1941,"Persson, Nils",1901,Svensköp,Malmöhus län,ak
1941,"Persson, Ola Ferdinand",1891,Landafors,Gävleborgs län,ak
1941,"Persson, Oskar Helmer",1904,Luleå,Västerbottens län och Norrbottens län,fk
1941,"Persson, Per",1884,Norrby,Gävleborgs län,ak
1941,"Persson, Per Leander",1889,Undersvik,Gävleborgs län,ak
1941,"Persson, Ragnar Valdemar",1898,Vinberg,Hallands län,ak
1941,"Persson, Seth Erik",1901,Stockholm,,ak
1941,"Persson, Sven Gustaf Folke",1911,Appuna,Värmlands län,ak
1941,"Petersson, Emil",1880,Karlskrona,Blekinge län och Kristianstads län,fk
1941,"Petersson, Knut Zakarias",1892,Göteborg,,fk
1941,"Petersson, Peter Emil",1887,Gäddvik,Södermanlands län och Västmanlands län,ak
1941,"Petterson, Karl Göran",1898,Degerfors,Örebro län,ak
1941,"Pettersson, Anders Petter",1888,Dahl,Hallands län,ak
1941,"Pettersson, Axel Georg",1907,Visby,Gotlands län,fk
1941,"Pettersson, Erik Albert",1889,Ersbacken,Kopparbergs län,ak
1941,"Pettersson, Gustaf Kristoffer",1885,Hällbacken,Kopparbergs län,ak
1941,"Pettersson, Ivar Jonas",1876,Rosta,Örebro län,ak
1941,"Pettersson, Johannes",1882,Kil,Värmlands län,fk
1941,"Pettersson, John Vilhelm",1893,Norregård,Jönköpings län,ak
1941,"Pålsson, Paul Olof",1893,,Västernorrlands län och Jämtlands län,fk
1941,"Quensel, Nils Jakob Eberhard",1894,,,
1941,"Ramberg, Albert",1885,,Värmlands län,fk
1941,"Ronnebäck, Anna Elvira",1906,Östersund,Malmöhus län,ak
1941,"Rooth, Ivar",1888,Stockholm,,
1941,"Rosander, Per Gustaf",1882,Växjö,Örebro län,ak
1941,"Rosenberg, Nils Ragnar Wiking",1897,,Blekinge län och Kristianstads län,fk
1941,"Rubbestad, Axel Ludvig",1888,Rubbestad,,ak
1941,"Rudewall, Folke",1895,,,
1941,"Ryberg, Karl Artur",1882,,Älvsborgs län,ak
1941,"Rydh, Munck",1891,Östersund,Västmanlands län,ak
1941,"Rönn-Christiansson, Solveig Adina Olena",1902,Göteborg,,ak
1941,"Sandberg, John Malkolm Valfrid",1887,,Jönköpings län,fk
1941,"Sandberg, Olov Evert",1886,,Västerbottens län,ak
1941,"Sandegård, Karl Johan",1880,Stockholm,Värmlands län,fk
1941,"Sandler, Riekard Johannes",1884,Stockholm,Gävleborgs län,fk
1941,"Sandström, Karl Gustaf Armand",1895,Stockholm,,fk
1941,"Sandström, Ragnhild Maria Andrea",1901,,Västerbottens län,ak
1941,"Schlyter, Karl Johan Daniel",1879,Malmö,Värmlands län,fk
1941,"Schmidt, Carl",1894,Göteborg,,ak
1941,"Sefve, Sven Ivar",1886,Göteborg,,ak
1941,"Sehlstedt, Ossian Alions",1904,Eskilstuna,Södermanlands län,ak
1941,"Senander, Knut Erik Waldemar",1889,Göteborg,,ak
1941,"Seth, Torgil Gabriel Alexander",1895,,Jönköpings län,ak
1941,"Severin, Erik Johan",1909,Gävle,Gävleborgs län,ak
1941,"Severin, Frans Ferdinand",1889,,,ak
1941,"Siljeström, Erik Gösta Herman",1887,Stockholm,,fk
1941,"Sjö, Nils Anton",1897,Malmö,Malmöhus län,fk
1941,"Sjödahl, Hakon Lauritz Edgar",1887,Göteborg,,fk
1941,"Sjögren, Carl Einar",1887,,Uppsala län,ak
1941,"Sjölin, Bengt Johan Olof",1886,Trollhättan,Älvsborgs län,ak
1941,"Sjöstrand, Helga Kristina",1890,,Jönköpings län,ak
1941,"Sjöström-Bengtsson, Anna Maria",1889,Göteborg,,fk
1941,"Skantze, Lars-Olof Harald",1897,Karlskrona,Blekinge län,ak
1941,"Skoglund, Gösta Teodor",1903,Umeå,Västerbottens län,ak
1941,"Skoglund, John Martin",1892,Doverstorp,Östergötlands län,ak
1941,"Skoglund-Lindblom, Hulda Ottilia",1986,Sundsvall,Västernorrlands län,ak
1941,"Sköld, Per Edvin",1891,Stockholm,Göteborgs och Bohus län,ak
1941,"Sköldin, Per Arthur",1898,Sundbyberg,Kopparbergs län,ak
1941,"Spetz, Gunnar",1891,,Göteborgs och Bohus län,fk
1941,"Spångberg, August Konrad Ferdinand",1893,,Värmlands län,ak
1941,"Stattin, Teodor Brynolf",1889,,Västernorrlands län,ak
1941,"Staxäng, Ernst Valdemar",1898,Staxäng,Göteborgs och Bohus län,ak
1941,"Sten, Hemming",1895,Gävle,Kronobergs och Hallands län,fk
1941,"Stenvall, Knut",1895,,Norrbottens län,ak
1941,"Stjärne, Anders",1884,,Södermanlands län och Västmanlands län,ak
1941,"Strand, Axel Wilhelm",1893,Stockholm,,fk
1941,"Strandh, Sten Erik",1908,Växjö,Kronobergs län,ak
1941,"Strindlund, Gerhard",1890,,Västernorrlands län,ak
1941,"Sträng, Gunnar",1906,,Älvsborgs län,fk
1941,"Ström, Otto Fredrik",1880,,,fk
1941,"Ström, Torsten Emanuel",1885,Karlstad,Värmlands län,ak
1941,"Sundberg, Abel Gotthard Leopold",1893,Göteborg,,ak
1941,"Sundberg, Carl Gustaf",1884,,Gotlands län,fk
1941,"Sundberg, Hugo",1890,,Västerbottens län och Norrbottens län,fk
1941,"Sundelin, Gustaf",1890,,Örebro län,fk
1941,"Sundström, Fredrik",1886,Vikmanshyttan,Kopparbergs län,ak
1941,"Sundström, Nils Walter",1890,Skövde,Skaraborgs län,ak
1941,"Sundvik, Anders",1888,Falun,Kopparbergs län,fk
1941,"Sunne, Johan Adolf",1890,,Östergötlands län,fk
1941,"Svedberg, Arthur",1901,Burträsk,Västerbottens län och Norrbottens län,fk
1941,"Svedberg, Ellen Sofia Axelina",1891,Eskilstuna,Södermanlands län,ak
1941,"Swedberg, Gustaf Ruben",1896,Örebro,Örebro län,ak
1941,"Svedman, Gustaf Adolf",1878,Visby,Älvsborgs län,ak
1941,"Svensson, Anton Emanuel",1876,Göteborg,Jönköpings län,fk
1941,"Svensson, Gustav Hjalmar",1881,Grönvik,Kronoborgs län,ak
1941,"Svensson, Gustaf Ludvig",1901,,Jönköpings län,ak
1941,"Svensson, Gärda Sofia",1895,,Kronobergs län och Hallands län,fk
1941,"Svensson, Jerker Uno",1897,Göteborg,,ak
1941,"Svensson, Nils Johan Martin",1871,,Kronobergs län och Hallands län,fk
1941,"Svensson, Per Gustaf Anskarius",1896,Stenkyrka,Gotlands län,ak
1941,"Svensson, Sven Patrik",1895,Alingsås,Älvsborgs län,ak
1941,"Svensson, Waldemar",1897,Ljungskile,,ak
1941,"Sylwan, Eilit Christian",1884,Malmö,Malmöhus län,fk
1941,"Sävström, August Vilhelm",1879,,Gävleborgs län,ak
1941,"Söderdahl, Karl Fredrik",1882,Visby,Gotlands län,ak
1941,"Söderkvist, Jonas Ludvig Verner",1885,,Västernorrlands län och Jämtlands län,fk
1941,"Söderquist, Martin",1893,Solna,Stockholms län och Uppsala län,fk
1941,"Tamm, Carl Gustaf Ludvig",1876,,Östergötlands län,ak
1941,"Thorell, Edvard Engelbert",1881,,Stockholms län,ak
1941,"Thulin, Johan Einar Ossian",1883,,Östergötlands län,fk
1941,"Thun, Fritjo",1887,Åkersberga,Stockholms län och Uppsala län,fk
1941,"Thörnberg, Viktor",1879,Ronneby,Blekinge län och Kristianstads län,ak
1941,"Tjällgren, Olof Leonard",1878,,Västernorrlands län och Jämtlands län,fk
1941,"Torbrink, Tekla Jenny Linnea",1901,Kalmar,Värmlands län,ak
1941,"Utbult, Karl Birger",1884,Öckerö,Göteborgs och Bohus län,ak
1941,"Wagnsson, Ruben",1891,,Gotlands län,fk
1941,"Wahlmark, Carl Primus",1883,Uppsala,Stockholms län och Uppsala län,fk
1941,"Wahlund, Sten Gösta William",1901,,Stockholms län,ak
1941,"Wallentheim, Adolf Vallentin",1898,Nacka,Stockholms län,ak
1941,"Wallin, Eivor",1904,Skutskär,Uppsala län,ak
1941,"Ward, Karl Selim Valentin",1888,Norrköping,Södermanlands län,ak
1941,"Wehtje, Ernst Jonas",1891,,Malmöhus län,fk
1941,"Weljne, Johan Josef Emanuel",1893,Stockholm,Älvsborgs län,ak
1941,"Velander, Carl Gustaf",1884,Sundsvall,Västernorrlands län och Jämtlands län,fk
1941,"Wennqvist, Thore",1881,Göteborg,,fk
1941,"Werner, Oscar Emanuel",1889,Höjen,Värmlands län,ak
1941,"Westerdahl, Rikard Hugo Leonard",1876,,Västmanlands län,ak
1941,"Westman, Karl Allan",1883,,Östergötlands län,ak
1941,"Westman, Karl Gustaf",1876,Uppsala,Östergötlands län,fk
1941,"Wetterström, Karin Hillevi",1908,Linköping,Östergötlands län,ak
1941,"Wiberg, John Åke Truls",1902,Malmö,,ak
1941,"Widner, Gustaf",1893,,Södermanlands län och Västmanlands län,fk
1941,"Wieslander, Ivar Lamech",1881,,,
1941,"Vigelsbo, Sven Johan",1898,Vigelsbo,Västmanlands län,ak
1941,"Wigforss, Ernst Johannes",1881,Göteborg,,ak
1941,"Wiklund, Erik Olof",1898,,,fk
1941,"Viklund, Karl Gustaf",1898,,Norrbottens län,ak
1941,"Wiklund, Olof Walfrid",1902,Öjebyn,Norrbottens län,ak
1941,"Wiklund, Sven Albin Daniel",1911,Stockholm,,ak
1941,"Wikström, Helmer",1898,Karlskrona,Blekinge län och Kristianstads län,fk
1941,"Vinge, Margit Selma",1901,Nacka,Södermanlands län,ak
1941,"Wistrand, Karl Knutsson",1889,Stockholm,,fk
1941,"Witzell, Hugo Sigfrid",1893,,Blekinge län,ak
1941,"Wohlin, Nils Richard",1881,Stockholm,Örebro län,fk
1941,"Vougt, Allan Georg Fredrik",1895,Malmö,Värmlands län,ak
1941,"Västberg, Rebecka Disa",1891,Stockholm,,ak
1941,"Åkerberg, Olof Harald",1883,Örebro,Örebro län,fk
1941,"Åkerström, Ernst Oskar",1896,,Västerbottens län,ak
1941,"Årman, Frans Hjalmar",1892,,Stockholms län,ak
1941,"Åqvist, Ernst Leonard",1875,Örebro,Västernorrlands län,ak
1941,"Öberg, Märta",1895,Göteborg,,ak
1941,"Öhman, Lars Gunnar",1904,,,fk
1941,"Örne, Anders Emanuel",1881,Stockholm,Västernorrlands län,ak
1941,"Östlund, Carl",1894,Skellefteå,Västerbottens län,ak
1941,"Östrand, Erik Leonard",1907,,Kopparbergs län,ak
1951,"Aastrup, Nils Gustav",1900,,,fk
1951,"Adolfsson, Erik Holger Jonatan",1908,,Värmlands län,ak
1951,"Adamsson, Erik Selmer Johan",1916,Malmö,,ak
1951,"Ager, Ruth Maria",1904,,,ak
1951,"Agerberg, Nils",1912,Östersund,Jämtlands län,ak
1951,"Ahlberg, Carl Ernst Nathanael",1891,Lidingö,,ak
1951,"Ahlkvist, Karl Emil",1899,,Malmöhus län,fk
1951,"Ahlsten, Carl Johan",1893,,Gotlands län,ak
1951,"Alemyr, Stig Roland",1924,Vimmerby,Kalmar län,ak
1951,"Alexanderson, Karl Erik",1906,Lidingö,Stockholms län och Uppsala län,fk
1951,"Allard, Karl Åke Henry",1911,Örebro,Örebro län,ak
1951,"Almgren, Nils Oskar Harald",1909,,Jönköpings län,ak
1951,"Anderberg, Hugo Rudolf",1892,,Malmöhus län,fk
1951,"Andersson, Alf Emanuel",1899,Essvik,Västernorrlands län,ak
1951,"Andersson, Axel Emanuel",1897,,Gävleborgs län,fk
1951,"Andersson, Alfred",1881,Bussjö,Malmöhus län,fk
1951,"Andersson, Alfred",1886,Ljungby,Kristianstads län,ak
1951,"Andersson, Axel Gustav Birger",1901,Tidaholm,Skaraborgs län,fk
1951,"Andersson, Carl Olov Harald",1888,Dunker,Södermanlands län,ak
1951,"Andersson, Ebon Maria Isabella",1896,Stockholm,,fk
1951,"Andersson, Einar Sigfrid",1895,Hyssna,Älvsborgs län,ak
1951,"Andersson, Erik Gustaf",1895,Eskilstuna,,fk
1951,"Andersson, Erik Oscar",1903,Långviksmon,Västernorrlands län,ak
1951,"Andersson, Gunnar Sigfrid",1905,,Stockholms län och Uppsala län,fk
1951,"Andersson, Gustav Emil",1890,Södergård,Jönköpings län,fk
1951,"Andersson, Gustav Ingemar",1913,Linköping,Östergötlands län,ak
1951,"Anderson, Gustaf Iwar",1883,Arboga,Södermanlands län och Västmanlands län,fk
1951,"Andersson, Gösta Ludvig",1904,Mölndal,Göteborgs och Bohus län,ak
1951,"Andersson, Jones Erik",1891,Ovanmyra,Kopparbergs län,fk
1951,"Andersson, Johan",1891,Gävle,Gävleborgs län,fk
1951,"Andersson, Johannes Allan",1886,Tungelsta,Stockholms län,ak
1951,"Anderson, John Richard",1902,Sundsvall,Västernorrlands län,ak
1951,"Andersson, Karl Abel Mauritz",1887,,,
1951,"Andersson, Karl Albert",1895,Björkäng,Örebro län,ak
1951,"Andersson, Karl Bertil",1897,Surahammar,Södermanlands län och Västmanlands län,fk
1951,"Andersson, Karl-Gustav",1921,Storfors,Värmlands län,ak
1951,"Andersson, Karl Herman",1889,,Göteborgs och Bohus län,fk
1951,"Andersson, Karl Johan",1904,Alfredshem,Västernorrlands län,ak
1951,"Andersson, Lars Erik",1888,Hedensbyn,Västerbottens län och Norrbottens län,fk
1951,"Andersson, Martin Alvar",1913,Knäred,Västernorrlands län och Jämtlands län,fk
1951,"Andersson, Nils Arvid",1900,Ryggestad,Värmlands län,ak
1951,"Andersson, Olof",1887,Malmö,,ak
1951,"Andersson, Ruth Magnhild Helena",1908,Lerum,Älvsborgs län,ak
1951,"Andersson, Sven August Holger",1917,Billingsfors,,ak
1951,"Andersson, Sven",1910,,Västmanlands län,fk
1951,"Andersson, Thure Gunnar",1908,Ronneby,Blekinge län,ak
1951,"Andersson, Torsten",1909,Brämhult,Älvsborgs län,ak
1951,"Andreasson, Gustaf Olof",1909,Göteborg,Älvsborgs län,ak
1951,"Antby, Sven Oskar",1908,,Älvsborgs län,ak
1951,"Antonsson, Johannes Mikael",1921,,Hallands län,ak
1951,"Apelqvist, Harry",1905,,Kalmar län och Gotlands län,fk
1951,"Arweson, Bengt Emil Mattias",1904,Stockholm,Gotlands län,ak
1951,"Arvidson, John-Arvid",1902,,Malmöhus län,fk
1951,"Asp, Per Einar",1906,,Gävleborgs län,ak
1951,"Aspling, Sven Gustaf",1912,Sundbyberg,,fk
1951,"Bark, Otto Hernfrid",1895,,Västmanlands län,ak
1951,"Bengtsson, Bengt Erik",1915,Göteborg,,ak
1951,"Bengtsson, Gösta Tore Edvin",1911,,Hallands län,ak
1951,"Bengtsson, Hugo Valter",1918,Landskrona,,ak
1951,"Bengtsson, Sten Bertil Ingemund",1919,Varberg,Hallands län,ak
1951,"Bengtsson, Torsten Stanley",1914,Jönköping,Jönköpings län,fk
1951,"Berg, Sven Axel Gunnar",1905,Karlskrona,Blekinge län och Kristianstads län,fk
1951,"Bergegren, Astrid",1909,Norrköping,Östergötlands län,ak
1951,"Berggren, Erik Natanael",1895,,Örebro län,ak
1951,"Berggren, Gustaf Harald",1891,Stockholm,,
1951,"Bergh, Karl Ragnar",1894,Luleå,Norrbottens län,fk
1951,"Berglund, Matteus",1898,,Örebro län,ak
1951,"Berglund, Valdemar",1904,,Norrbottens län,ak
1951,"Bergman, Per Ragnar",1915,Göteborg,,fk
1951,"Bergstrand, Paul Johannes",1887,,Östergötlands län,ak
1951,"Bergström, Karl Anton Edvard",1888,Helsingborg,,ak
1951,"Bergström, Per Erik",1901,Karlstad,Värmlands län,fk
1951,"Bergvall, John Helmer",1892,Stockholm,,fk
1951,"Berling, Edvin Bernhard",1881,Helsingborg,Malmöhus län,fk
1951,"Bexelius, Tor Alfred",1903,,,
1951,"Birke, Gustaf Emanuel",1893,,Stockholms län och Uppsala län,ak
1951,"Björklund, Lars Anton",1881,,Kristianstads län,ak
1951,"Björkman, Nils Gustav Folke",1907,,,ak
1951,"Björkänge, Karl Albert",1895,,Örebro län,ak
1951,"Björnberg, Tor Karl Emanuel",1892,Oskarshamn,Kalmår län och Gotlands län,fk
1951,"Blidfors, Torsten Efraim Johannes",1903,Lund,,ak
1951,"Boheman, Erik Carlsson",1895,,,fk
1951,"Boija, Gustav",1914,Norrköping,Östergötlands län,ak
1951,"Boman, Carl David Anskaärius",1888,,Stockholms län,ak
1951,"Boman, Karl Elfin Rudolf",1895,Kieryd,,
1951,"Boman, Märta Kristina",1902,,Norrbottens län,ak
1951,"Boo, Fritiof Ingemar",1908,Borås,Älvsborgs län,fk
1951,"Braconier, Jean",1907,Malmö,,ak
1951,"Brandt, Edvard Henry",1910,Sätila,Älvsborgs län,ak
1951,"Brandt, Erik Reinhold",1905,Aspabruk,Örebro län,ak
1951,"Branting, Georg",1887,Stockholm,,fk
1951,"Britth, Lars Gunnar",1895,,,fk
1951,"Börjesson, Fritz Arne",1908,Glömminge,Kalmar län,ak
1951,"Böök, Klas Erik",1909,,,
1951,"Carbell, Erik Erland Engelbrekt",1913,Stockholm,,ak
1951,"Carlqvist, Ingeborg Hermine",1891,Helsingborg,Malmöhus län,fk
1951,"Carlsson, Carl-Olof",1889,Bakeröd,,ak
1951,"Carlsson, Carl Walfrid",1901,Stockholm,,ak
1951,"Carlsson, Clas Erik",1914,Vikmanshyttan,Kopparbergs län,fk
1951,"Carlsson, Erik Ragnar Artur",1903,Västerås,Västmanlands län,ak
1951,"Carlsson, Georg",1892,Köping,Södermanlands län och Västmanlands län,fk
1951,"Carlsson, Gunnar Alfred",1902,Göteborg,,ak
1951,"Carlsson, Harry Fredrik",1903,Tibro,Skaraborgs län,ak
1951,"Carlsson, Henning Alvar Natanael",1897,Huskvarna,Jönköpings län,ak
1951,"Carlsson, Oscar Albert",1901,Säffle,Värmlands län,fk
1951,"Carlstein, Rune Algot",1921,Borås,Älvsborgs län,ak
1951,"Cassel, Leif Delling",1905,Karlstad,Värmlands län,ak
1951,"Christenson, Carl",1899,Malmö,,ak
1951,"Dahl, Einar Vilhelm Robert",1904,,Göteborgs och Bohus län,ak
1951,"Dahlgren, Bror Gunnar Leopold",1903,Göteborg,,ak
1951,"Damström, Karl Adolf",1901,,Kopparbergs län,fk
1951,"Danmans, Einar Emanuel",1897,Edsbyn,Gävleborgs län,fk
1951,"Darlin, Gösta Karl Elis",1908,Osby,Kristianstads län,ak
1951,"Geer, Johan",1889,Lesjöfors,Värmlands län,fk
1951,"Jounge, Arendt",1900,,Gotlands län,ak
1951,"Dickson, James Ivan Axel",1899,Alingsås,Älvsborgs län,ak
1951,"Domö, Johan Fritiof",1889,,Skaraborgs län,fk
1951,"Edberg, Rolf Filip",1912,,,ak
1951,"Edenman, Ragnar Hilding Leonard",1914,Uppsala,Uppsala län,ak
1951,"Edin, Sven",1891,,Västernorrlands län och Jämtlands län,fk
1951,"Edlund, Dag Ragnar",1907,Västerås,Västmanlands län,ak
1951,"Edström, Gunnar Olof",1898,Lund,Malmöhus län,fk
1951,"Edström, Walter Simon",1891,Göteborg,,ak
1951,"Ekdahl, Anders Elver Thorvald",1888,,Kristianstads län,ak
1951,"Ekendahl, Sigrid Hildur Elvira",1904,Stockholm,,ak
1951,"Ekström, Klas Ragnar",1905,Björkvik,Södermanlands län,ak
1951,"Ekström, Sven Erik Axel",1912,Iggesund,Gävleborgs län,ak
1951,"Elfving, Gösta",1908,,,fk
1951,"Eliasson, Lars Magnus",1914,Sundborn,Kopparbergs län,ak
1951,"Eliasson, Lennart Sixten",1914,Stockholm,,ak
